23 41 33.0,-31 58 35,5.3
23 42 56.4,+ 1 52 35,4.49
23 43 37.7,-14 26 53,4.49
23 45 06.4,-18 10 47,5.24
23 46 54.4,+46 31 03,4.97
23 48 45.7,+67 54 15,5.05
23 48 50.5,- 2 39 51,5.49
23 49 50.1,-28 02 00,4.59
23 53 22.8,+19 13 03,5.06
23 53 30.8,+11 02 41,5.3
23 55 16.0,+57 35 48,4.51
23 58 39.2,+25 14 19,4.63
23 59 34.1,- 3 27 32,4.88
23 59 49.8,-52 38 53,5.13
